model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
DirectTabular,-0.6728216462654126,-0.599290239173702,0.6404812335968018,0.5505199432373047,8.562403917312622,4
WeightedEnsemble,-0.7071801761930655,-0.5712571471438956,1.6740374565124512,1.6279722235631198,0.23719683312810957,7
Theta,-1.088313669747954,-1.2866212517022846,0.478208065032959,0.5308511257171631,0.697711706161499,6
SeasonalNaive,-1.1410579835025212,-0.6576506153982136,0.022452831268310547,0.027016878128051758,3.844212055206299,1
RecursiveTabular,-1.1658666201923578,-0.6793357686062522,0.5316901206970215,0.5168051719665527,54.58032774925232,3
Naive,-2.253203170833515,-2.2938953623254195,0.019090890884399414,0.021821022033691406,0.1854240894317627,2
ETS,-9.547186180817446,-7.91831305802247,4.722548007965088,4.475759983062744,12.51472520828247,5
