model,surrogate_r2,model_r2
LightGBMXT_BAG_L1,0.9992548498391958,0.9811879139565888
RandomForestMSE_BAG_L1,0.9989298759869745,0.9809341135153259
LightGBM_BAG_L1,0.9999191183104289,0.9781191059953525
