time,TS2,TS3,TS4,TS5,TS6,TS7,TS8,TS9,TS10,TS11,TS12
2021-05-01 00:00:00,-0.25418781086217823,0.01496442124420173,0.007967181748997,0.01825581655722833,0.5258041301155131,0.0008041725418931058,0.0018068881046516682,-0.010872648149022675,-0.013429567716143008,-0.002520752482088024,-0.011234042218551508
2021-05-01 00:05:00,0.01765273565615498,0.018222465003900762,0.003449105657683442,-0.0018502152392650077,0.10091305547336522,-0.0015868090757952724,0.007063669280017584,-0.003278164540127356,-0.006252033754985876,-0.003719074478829146,-0.009293488513897587
2021-05-01 00:10:00,0.013404417847706762,-0.007537346029884303,0.023191586711892614,-0.004365655303611479,0.062394908687352695,-0.0011649924835958087,0.005723026634466331,-0.0023865568500564707,-0.006101050231295526,0.0005145992767537404,-0.00957766107646867
2021-05-01 00:15:00,-0.41016424754815134,-0.010612599333744737,0.01540550701904466,0.01822306021402042,0.6108193593733314,-0.0013831327257611454,0.01018150532548483,-0.01323551392614308,-0.02213473185211595,0.0056338420754357505,-0.01383642949484804
2021-05-01 00:20:00,-0.10572143089093115,0.014810252968709,0.019069257689741704,0.002153043157390912,0.12445045892635011,0.006026601569327462,0.0074100306891372114,-0.0012761238664301432,-0.012263910513305543,0.006379357632592005,-0.004496334363173804
2021-05-01 00:25:00,-0.08729973398573702,0.009128913446400306,0.013248538518536798,-0.009972433594143631,0.03319864315869042,-0.005102433175052405,0.0007002778511837303,-0.006215346072579612,-0.01288387798407061,0.0054399040362191255,-0.004433964338260565
2021-05-01 00:30:00,-0.11932033918006901,0.002757666309182455,0.004783696539807249,-0.0018751687455577765,0.09132075870644411,0.001936995928105889,0.0030736317251858214,0.015783551858660923,-0.00017838040903398825,0.013233857265153672,0.0026850529312675443
2021-05-01 00:35:00,-0.11355665655673214,0.0011162285769500827,0.013365849520302942,0.003445243931411151,0.027438233335301033,0.0017397448248669776,0.0020419630006853627,0.011117700629906921,-0.002405089230329168,0.009142944936700023,-0.0012849464549737188
2021-05-01 00:40:00,-0.11786968410520149,-0.0021176071502970397,0.014571818254727854,-0.018355964361259514,0.00539435239864864,0.00202046796755077,0.003872926551346213,0.01159510747541828,-0.0029854327179794217,0.010305505496338376,8.326489721536223e-05
2021-05-01 00:45:00,-0.1443137806947582,-0.002690530350312352,0.02039771768827921,-0.009969914334526516,-0.04127361567093907,0.0043241380053803775,0.00503013557594856,0.0026671057858240355,0.019812770033475226,0.009756436194888616,-0.003916617075820817
2021-05-01 00:50:00,-0.189763082465504,-0.008536588420414657,0.012140378008916708,-0.006697061842681348,-0.048131700176883487,0.0018800580099326244,0.0016084539726215759,0.005332874473253545,0.018605792196235184,0.009850560760359978,-0.0035142121398308883
2021-05-01 00:55:00,-0.15569193246657198,-0.01091211574227686,0.01962112486702774,-0.014783618874891437,-0.03259747545611076,0.0026193596213725696,0.006778051580661299,0.004993003970225521,0.02188834016099545,0.008477867907502462,-0.004028245698924342
2021-05-01 01:00:00,-0.17587290138408862,0.015132695798673296,0.008783740653810488,-0.012492756300340697,-0.05702476758492391,0.0024314440077842655,0.0015494625537864342,-0.0009607143422082263,-0.001144928634293362,0.0017916703170886652,-0.011347735067560908
2021-05-01 01:05:00,-0.22899762068910304,0.01192417796460652,0.016014624536418696,-0.01277213428258717,-0.05523913131158905,0.004137786928922185,0.0064834452010692585,-0.001580645163225199,-0.0032534635353161615,0.0019150093037004212,-0.01182529562463817
2021-05-01 01:10:00,-0.2682444225372069,-0.0018274839327427923,0.015607585370939802,-0.0014935862365361395,-0.04320081855831197,0.003870002325213262,0.005438774677008179,-0.001496695883015233,-0.0029090259970235618,0.0018469927275732356,-0.00782852742385092
