time,TS2,TS3,TS4,TS5,TS6,TS7,TS8,TS9,TS10,TS11,TS12
2021-05-01 00:00:00,-0.25019299585291277,0.009381976942524326,0.006657948186908158,0.01787559744270766,0.5321404933822248,0.0008307345807994821,-0.0003302933374872073,-0.006196700553809905,-0.007379474164519403,0.0011737971218385736,-0.008490196344490981
2021-05-01 00:05:00,0.02649775187587382,0.007418871925092784,0.003849947008197601,-0.005794612230970177,0.07908372590921088,0.001403111053941819,0.0020547099497449646,-0.00280634943524457,-0.003441198245718664,0.0013278011790407922,-0.004597409179955222
2021-05-01 00:10:00,0.011192829130620155,-0.002335346982330962,0.012774294307646417,-0.005925598358984722,0.04928391392786801,0.0010648932366467102,-0.0013933580772514523,-0.0037410910582005037,-0.003091692971975282,-0.0006272906707774738,-0.004321447624904179
2021-05-01 00:15:00,-0.4051704875994808,-0.003094961130861323,0.009522046405938319,0.014990760038630584,0.649784170939181,0.002751877550192693,0.003186550616295039,-0.006686474949618576,-0.01079751958473156,-0.00042529493339709437,-0.009234771969370663
2021-05-01 00:20:00,-0.07228425348158694,0.0036812351364716115,0.012744883443807859,-0.005546017801770562,0.06900591638544655,0.004822860661576826,0.0022245028958109946,-0.0030331579439808482,-0.007516919849499231,0.0008389923694146525,-0.003959637233930162
2021-05-01 00:25:00,-0.0763814035919344,0.0034191987322822344,0.009581879096652807,-0.00950315487552244,0.02814550213017165,0.0003187371470394948,0.00018245969652422303,-0.0027068425417086,-0.007559794848020546,0.0004575130037109286,-0.003711827084496009
2021-05-01 00:30:00,-0.10368771894500514,0.002512228180886941,0.008032270939038844,-0.0053403672172987315,0.06444206304240996,0.0037627178207763003,0.0016657443588137643,0.002768977600630737,-0.002671040556585023,0.0030511738131148254,-0.0035651628835600474
2021-05-01 00:35:00,-0.11340306451061778,0.0020569821142896044,0.007871362969341657,-0.002800230208036981,0.028192669772559624,0.00316587844085916,0.0017135491978424492,0.0017808361168558425,-0.0025322141421480165,0.0021510968872856186,-0.00351714714310051
2021-05-01 00:40:00,-0.119769935929056,-0.0010523457724948499,0.009724597819545489,-0.008674554208829288,0.016245484794197507,0.0027906528721814605,0.0016516357910225806,0.0017424278193757033,-0.0030733504643619875,0.0021911706754427275,-0.003297866749862684
2021-05-01 00:45:00,-0.1516667775388547,-0.0005019387633770247,0.0127033110194673,-0.007190428913756768,-0.009338139067599465,0.003234725422864361,0.0026025851118829215,0.00021925804872185422,0.010763387070759392,0.002453115964724956,-0.002366196232940881
2021-05-01 00:50:00,-0.19173291774075682,-0.001850000462465568,0.006878693873040929,-0.006404199221233915,-0.016245746892382486,0.0031024571866906346,0.001672730240053218,0.0004130923501638343,0.010366086378073631,0.0027497693395724977,-0.0026607109133045667
2021-05-01 00:55:00,-0.1586923113230141,-0.002290588056479473,0.012239720706417061,-0.00675713597474742,-0.008912329006289485,0.002934675455118345,0.0017492355762638505,0.00026774768756905495,0.011344608017617585,0.0023770494485891316,-0.0028523252848281157
2021-05-01 01:00:00,-0.18443020850577543,0.0026455795062045066,0.0030747639653248044,-0.00624805281010435,-0.01827987964983542,0.0031515349867772707,0.0012483885864232463,-0.0015064531479135057,-0.0013082372941018306,-0.0018705242977353324,-0.004405745362238147
2021-05-01 01:05:00,-0.22624173386529023,0.0026018304779767292,0.008963468513168591,-0.005987282304457709,-0.024086062557410283,0.003174355556506574,0.005959640755842324,-0.0015046150553911645,-0.0010197045768540543,-0.0017017820843101285,-0.004127495261175246
2021-05-01 01:10:00,-0.26751234212253056,-0.0005866720686551353,0.008034774317574097,-0.003920531461653617,-0.023033354937502595,0.0034941494482228414,0.004011833972094087,-0.0018840583887653288,-0.0007046297871619435,-0.0020414815770514625,-0.004407070038367185
